gene,CHR,GENE,START,END,N_SNPS,start_idx_chr,end_idx_chr,chr_start_idx_gw
OAS1,12,OAS1,113344738,113357712,6,18332,18337,328495
OAS3,12,OAS3,113376248,113411055,7,18342,18348,328495
OAS2,12,OAS2,113416273,113449528,9,18350,18358,328495
DTX1,12,DTX1,113495661,113535833,15,18368,18382,328495
RASAL1,12,RASAL1,113537317,113574021,9,18385,18393,328495
DDX54,12,DDX54,113594977,113623284,4,18398,18401,328495
C12orf52,12,C12orf52,113623554,113630119,3,18402,18404,328495
IQCD,12,IQCD,113633245,113658880,3,18405,18407,328495
TPCN1,12,TPCN1,113659268,113733934,9,18409,18417,328495
SLC24A6,12,SLC24A6,113736570,113772925,5,18418,18422,328495
P76,12,P76,113796377,113827201,5,18429,18433,328495
LHX5,12,LHX5,113900693,113909877,6,18440,18445,328495
RBM19,12,RBM19,114259861,114404116,25,18552,18576,328495
TBX5,12,TBX5,114791734,114846247,23,18653,18675,328495
TBX3,12,TBX3,115108058,115121969,5,18748,18752,328495
MED13L,12,MED13L,116396380,116715143,25,19094,19118,328495
MAP1LC3B2,12,MAP1LC3B2,116997185,117014425,4,19202,19205,328495
C12orf49,12,C12orf49,117153595,117175843,5,19254,19258,328495
RNFT2,12,RNFT2,117176095,117291436,16,19259,19274,328495
FBXW8,12,FBXW8,117348760,117468953,16,19285,19300,328495
TESC,12,TESC,117476727,117537251,9,19302,19310,328495
FBXO21,12,FBXO21,117581584,117628300,8,19326,19333,328495
NOS1,12,NOS1,117650978,117799582,31,19340,19370,328495
KSR2,12,KSR2,117890816,118406028,146,19391,19536,328495
RFC5,12,RFC5,118454507,118470039,5,19547,19551,328495
WSB2,12,WSB2,118470496,118498951,3,19552,19554,328495
FLJ20674,12,FLJ20674,118503480,118541749,16,19560,19575,328495
PEBP1,12,PEBP1,118573869,118583390,2,19578,19579,328495
TAOK3,12,TAOK3,118587605,118810750,20,19580,19599,328495
SUDS3,12,SUDS3,118814357,118855840,7,19600,19606,328495
KIAA1853,12,KIAA1853,119419395,119600857,49,19710,19758,328495
HSPB8,12,HSPB8,119616594,119632551,2,19763,19764,328495
CCDC60,12,CCDC60,119772516,119978852,48,19808,19855,328495
PRKAB1,12,PRKAB1,120105760,120119429,3,19883,19885,328495
CIT,12,CIT,120123597,120315092,24,19886,19909,328495
CCDC64,12,CCDC64,120427647,120532299,6,19927,19932,328495
RAB35,12,RAB35,120532903,120554599,3,19933,19935,328495
GCN1L1,12,GCN1L1,120565013,120632513,8,19938,19945,328495
PXN,12,PXN,120648249,120703563,11,19949,19959,328495
MSI1,12,MSI1,120779132,120806958,2,19971,19972,328495
GATC,12,GATC,120884283,120897762,2,19991,19992,328495
DYNLL1,12,DYNLL1,120907659,120936298,2,19994,19995,328495
COQ5,12,COQ5,120941081,120966964,2,19996,19997,328495
RNF10,12,RNF10,120972131,121015397,7,19998,20004,328495
CABP1,12,CABP1,121078421,121105127,2,20021,20022,328495
KIAA0152,12,KIAA0152,121124948,121139667,2,20026,20027,328495
UNC119B,12,UNC119B,121147830,121161443,3,20030,20032,328495
ACADS,12,ACADS,121163570,121177811,3,20035,20037,328495
SPPL3,12,SPPL3,121201034,121342151,18,20041,20058,328495
HNF1A,12,HNF1A,121416548,121440314,11,20067,20077,328495
C12orf43,12,C12orf43,121440847,121454300,6,20078,20083,328495
OASL,12,OASL,121458094,121476780,6,20084,20089,328495
P2RX7,12,P2RX7,121570677,121623858,19,20107,20125,328495
P2RX4,12,P2RX4,121647663,121671909,8,20130,20137,328495
CAMKK2,12,CAMKK2,121675494,121736111,17,20139,20155,328495
ANAPC5,12,ANAPC5,121746159,121790202,8,20156,20163,328495
FBXL10,12,FBXL10,121866898,122018889,30,20175,20204,328495
TMEM120B,12,TMEM120B,122150779,122213705,11,20218,20228,328495
RHOF,12,RHOF,122215659,122231594,3,20230,20232,328495
PSMD9,12,PSMD9,122326645,122355771,4,20246,20249,328495
WDR66,12,WDR66,122356479,122441832,16,20250,20265,328495
BCL7A,12,BCL7A,122459860,122499950,12,20269,20280,328495
LRRC43,12,LRRC43,122652265,122688018,6,20301,20306,328495
CLIP1,12,CLIP1,122755980,122907116,16,20310,20325,328495
ZCCHC8,12,ZCCHC8,122957434,122985518,4,20330,20333,328495
KNTC1,12,KNTC1,123011808,123110947,10,20335,20344,328495
GPR109B,12,GPR109B,123199302,123201439,2,20359,20360,328495
DENR,12,DENR,123237370,123255953,2,20363,20364,328495
CCDC62,12,CCDC62,123259072,123311931,7,20365,20371,328495
HIP1R,12,HIP1R,123320038,123347507,9,20374,20382,328495
ABCB9,12,ABCB9,123413538,123459752,7,20386,20392,328495
PITPNM2,12,PITPNM2,123468026,123594975,14,20394,20407,328495
MPHOSPH9,12,MPHOSPH9,123640945,123706441,8,20415,20422,328495
C12orf65,12,C12orf65,123717462,123742506,2,20424,20425,328495
CDK2AP1,12,CDK2AP1,123745539,123756687,4,20426,20429,328495
SBNO1,12,SBNO1,123780454,123834988,9,20431,20439,328495
RILPL2,12,RILPL2,123899935,123921264,12,20447,20458,328495
U1SNRNPBP,12,U1SNRNPBP,123942650,123950941,2,20461,20462,328495
RILPL1,12,RILPL1,123956362,124018500,11,20464,20474,328495
TMED2,12,TMED2,124069075,124082688,4,20480,20483,328495
DDX55,12,DDX55,124086671,124105482,4,20484,20487,328495
EIF2B1,12,EIF2B1,124105569,124118247,3,20488,20490,328495
GTF2H3,12,GTF2H3,124118380,124145334,3,20491,20493,328495
TCTN2,12,TCTN2,124155690,124192948,5,20494,20498,328495
ATP6V0A2,12,ATP6V0A2,124196864,124244440,7,20499,20505,328495
DNAH10,12,DNAH10,124247041,124420267,38,20507,20544,328495
CCDC92,12,CCDC92,124420954,124457163,2,20546,20547,328495
ZNF664,12,ZNF664,124457669,124499969,7,20548,20554,328495
FAM101A,12,FAM101A,124773709,124800568,7,20616,20622,328495
NCOR2,12,NCOR2,124808960,125020149,77,20627,20703,328495
SCARB1,12,SCARB1,125262173,125348519,28,20782,20809,328495
DHX37,12,DHX37,125431371,125473667,26,20829,20854,328495
BRI3BP,12,BRI3BP,125478193,125510349,9,20855,20863,328495
AACS,12,AACS,125549924,125627871,16,20869,20884,328495
TMEM132B,12,TMEM132B,125811161,126143589,99,20923,21021,328495
SLC15A4,12,SLC15A4,129277762,129308541,6,21977,21982,328495
GLT1D1,12,GLT1D1,129338080,129469509,54,21991,22044,328495
TMEM132D,12,TMEM132D,129556270,130388212,295,22081,22375,328495
PIWIL1,12,PIWIL1,130822613,130856873,10,22541,22550,328495
RIMBP2,12,RIMBP2,130880680,131002410,53,22559,22611,328495
STX2,12,STX2,131274146,131323811,5,22723,22727,328495
GPR133,12,GPR133,131438451,131626008,63,22756,22818,328495
SFRS8,12,SFRS8,132195634,132284282,16,22958,22973,328495
MMP17,12,MMP17,132312940,132336316,12,22978,22989,328495
ULK1,12,ULK1,132379278,132407696,4,22995,22998,328495
PUS1,12,PUS1,132413788,132428404,2,23000,23001,328495
EP400,12,EP400,132434507,132565005,14,23002,23015,328495
DDX51,12,DDX51,132621139,132628880,6,23025,23030,328495
P2RX2,12,P2RX2,133195402,133198972,2,23187,23188,328495
POLE,12,POLE,133200347,133263945,20,23189,23208,328495
PXMP2,12,PXMP2,133264191,133281577,7,23209,23215,328495
PGAM5,12,PGAM5,133287435,133295752,3,23218,23220,328495
ANKLE2,12,ANKLE2,133302253,133338451,14,23221,23234,328495
GOLGA3,12,GOLGA3,133345494,133405288,18,23239,23256,328495
CHFR,12,CHFR,133416937,133464184,11,23260,23270,328495
ZNF605,12,ZNF605,133498046,133532868,7,23274,23280,328495
ZNF84,12,ZNF84,133613877,133639885,2,23281,23282,328495
ZNF10,12,ZNF10,133707213,133736049,6,23288,23293,328495
ZNF268,12,ZNF268,133757994,133779461,7,23295,23301,328495
TUBA3C,13,TUBA3C,19747917,19755936,4,91,94,351799
TPTE2,13,TPTE2,19997018,20110903,4,136,139,351799
MPHOSPH8,13,MPHOSPH8,20207879,20246640,7,151,157,351799
PSPC1,13,PSPC1,20277008,20357083,4,166,169,351799
ZMYM5,13,ZMYM5,20411592,20437773,5,179,183,351799
ZMYM2,13,ZMYM2,20532809,20660939,12,198,209,351799
GJA3,13,GJA3,20712394,20735183,10,230,239,351799
GJB2,13,GJB2,20761604,20767114,2,255,256,351799
GJB6,13,GJB6,20796100,20806534,3,262,264,351799
CRYL1,13,CRYL1,20977805,21100012,38,331,368,351799
IFT88,13,IFT88,21141207,21265576,15,375,389,351799
IL17D,13,IL17D,21277481,21297237,3,392,394,351799
N6AMT2,13,N6AMT2,21303072,21348057,5,396,400,351799
XPO4,13,XPO4,21351467,21476913,11,402,412,351799
LATS2,13,LATS2,21547175,21635722,20,427,446,351799
C13orf3,13,C13orf3,21727733,21750710,7,478,484,351799
ZDHHC20,13,ZDHHC20,21950507,22033423,14,528,541,351799
EFHA1,13,EFHA1,22066838,22178307,8,548,555,351799
FGF9,13,FGF9,22245874,22276186,8,574,581,351799
SGCG,13,SGCG,23755090,23899304,40,1070,1109,351799
SACS,13,SACS,23902964,24007841,31,1111,1141,351799
TNFRSF19,13,TNFRSF19,24144722,24250232,17,1169,1185,351799
MIPEP,13,MIPEP,24304327,24463559,25,1195,1219,351799
PCOTH,13,PCOTH,24463027,24466242,2,1220,1221,351799
RP11-45B20.2,13,RP11-45B20.2,24465427,24471125,2,1220,1221,351799
SPATA13,13,SPATA13,24734886,24878048,68,1323,1390,351799
C1QTNF9,13,C1QTNF9,24883715,24896669,3,1394,1396,351799
PARP4,13,PARP4,24995068,25086948,22,1409,1430,351799
ATP12A,13,ATP12A,25254694,25285918,8,1468,1475,351799
RNF17,13,RNF17,25338300,25454058,16,1494,1509,351799
CENPJ,13,CENPJ,25456411,25497085,10,1510,1519,351799
LOC646405,13,LOC646405,25498814,25542415,4,1522,1525,351799
MTMR6,13,MTMR6,25820340,25861704,8,1597,1604,351799
NUPL1,13,NUPL1,25875665,25916561,9,1607,1615,351799
ATP8A2,13,ATP8A2,25946208,26595420,153,1619,1771,351799
SHISA2,13,SHISA2,26618734,26625198,4,1781,1784,351799
CDK8,13,CDK8,26828755,26978569,15,1820,1834,351799
WASF3,13,WASF3,27131839,27263082,22,1876,1897,351799
USP12,13,USP12,27642435,27746029,13,2036,2048,351799
GTF3A,13,GTF3A,27998680,28009846,3,2090,2092,351799
MTIF3,13,MTIF3,28009780,28024711,4,2093,2096,351799
LNX2,13,LNX2,28120049,28194720,12,2120,2131,351799
POLR1D,13,POLR1D,28196002,28241548,11,2132,2142,351799
PDX1,13,PDX1,28494167,28500451,2,2218,2219,351799
CDX2,13,CDX2,28536277,28543317,3,2231,2233,351799
PRHOXNB,13,PRHOXNB,28552242,28562774,2,2238,2239,351799
FLT3,13,FLT3,28577410,28674729,24,2244,2267,351799
PAN3,13,PAN3,28748416,28869471,13,2273,2285,351799
FLT1,13,FLT1,28876388,29069265,55,2287,2341,351799
POMP,13,POMP,29233250,29253059,6,2389,2394,351799
SLC46A3,13,SLC46A3,29274217,29292962,6,2399,2404,351799
KIAA0774,13,KIAA0774,29598747,30080084,118,2456,2573,351799
SLC7A1,13,SLC7A1,30083550,30169721,19,2576,2594,351799
UBL3,13,UBL3,30338541,30424160,7,2614,2620,351799
KATNAL1,13,KATNAL1,30776766,30881584,15,2725,2739,351799
USPL1,13,USPL1,31191829,31233686,5,2824,2828,351799
ALOX5AP,13,ALOX5AP,31309668,31338556,8,2845,2852,351799
C13orf33,13,C13orf33,31480311,31499709,4,2904,2907,351799
C13orf26,13,C13orf26,31506833,31549153,15,2908,2922,351799
HSPH1,13,HSPH1,31710762,31736117,5,2979,2983,351799
B3GALTL,13,B3GALTL,31774111,31906411,20,2993,3012,351799
RXFP2,13,RXFP2,32313678,32377009,13,3085,3097,351799
FRY,13,FRY,32605436,32870776,46,3137,3182,351799
BRCA2,13,BRCA2,32889616,32973809,17,3190,3206,351799
N4BP2L1,13,N4BP2L1,32974859,33002315,12,3207,3218,351799
N4BP2L2,13,N4BP2L2,33006929,33112936,12,3219,3230,351799
PDS5B,13,PDS5B,33160591,33352157,13,3232,3244,351799
KL,13,KL,33590570,33640279,8,3297,3304,351799
STARD13,13,STARD13,33677306,33859878,44,3316,3359,351799
RFC3,13,RFC3,34392205,34540695,22,3444,3465,351799
NBEA,13,NBEA,35516455,36246873,70,3632,3701,351799
DCLK1,13,DCLK1,36345477,36705443,88,3732,3819,351799
SOHLH2,13,SOHLH2,36742353,36788676,10,3828,3837,351799
C13orf36,13,C13orf36,37248048,37271975,6,3908,3913,351799
SMAD9,13,SMAD9,37422206,37494409,13,3953,3965,351799
ALG5,13,ALG5,37523966,37573477,6,3969,3974,351799
FAM48A,13,FAM48A,37583450,37633850,5,3975,3979,351799
POSTN,13,POSTN,38136778,38172874,5,4066,4070,351799
TRPC4,13,TRPC4,38210794,38443935,42,4078,4119,351799
UFM1,13,UFM1,38924017,38937139,5,4191,4195,351799
FREM2,13,FREM2,39261172,39461267,48,4239,4286,351799
STOML3,13,STOML3,39540061,39564983,2,4301,4302,351799
C13orf23,13,C13orf23,39584001,39612252,5,4307,4311,351799
NHLRC3,13,NHLRC3,39612454,39624246,3,4312,4314,351799
LHFP,13,LHFP,39917028,40177356,49,4369,4417,351799
COG6,13,COG6,40229813,40326633,15,4428,4442,351799
FOXO1,13,FOXO1,41129800,41240734,12,4673,4684,351799
SLC25A15,13,SLC25A15,41363596,41384246,5,4694,4698,351799
ELF1,13,ELF1,41506163,41556418,7,4705,4711,351799
WBP4,13,WBP4,41635696,41658139,5,4717,4721,351799
MTRF1,13,MTRF1,41790515,41837713,9,4733,4741,351799
NARG1L,13,NARG1L,41885340,41951166,11,4745,4755,351799
C13orf15,13,C13orf15,42031541,42045013,3,4773,4775,351799
KIAA0564,13,KIAA0564,42140960,42535221,46,4800,4845,351799
DGKH,13,DGKH,42622888,42803888,34,4869,4902,351799
AKAP11,13,AKAP11,42846288,42897402,4,4912,4915,351799
TNFSF11,13,TNFSF11,43145794,43182148,3,4959,4961,351799
C13orf30,13,C13orf30,43355750,43365683,3,4987,4989,351799
EPSTI1,13,EPSTI1,43462121,43566377,30,5017,5046,351799
DNAJC15,13,DNAJC15,43597361,43683306,12,5050,5061,351799
ENOX1,13,ENOX1,43787665,44361106,106,5106,5211,351799
CCDC122,13,CCDC122,44410488,44453826,5,5222,5226,351799
C13orf31,13,C13orf31,44453419,44468068,3,5227,5229,351799
SERP2,13,SERP2,44947977,44971850,5,5337,5341,351799
TSC22D1,13,TSC22D1,45007654,45150701,15,5344,5358,351799
NUFIP1,13,NUFIP1,45513383,45563613,2,5443,5444,351799
KIAA1704,13,KIAA1704,45563686,45602404,4,5445,5448,351799
GTF2F2,13,GTF2F2,45694630,45858239,14,5460,5473,351799
SLC25A30,13,SLC25A30,45970043,45992515,2,5492,5493,351799
COG3,13,COG3,46039070,46110760,9,5501,5509,351799
SPERT,13,SPERT,46276445,46288693,3,5536,5538,351799
LOC283514,13,LOC283514,46354415,46425846,23,5555,5577,351799
ZC3H13,13,ZC3H13,46536313,46626894,6,5608,5613,351799
CPB2,13,CPB2,46627321,46679211,9,5614,5622,351799
LCP1,13,LCP1,46700057,46756394,21,5628,5648,351799
C13orf18,13,C13orf18,46916136,46961635,7,5685,5691,351799
LRCH1,13,LRCH1,47127302,47317730,42,5716,5757,351799
ESD,13,ESD,47345390,47371367,5,5770,5774,351799
HTR2A,13,HTR2A,47407512,47470175,26,5781,5806,351799
SUCLA2,13,SUCLA2,48516790,48575462,7,5982,5988,351799
MED4,13,MED4,48650091,48669240,3,5994,5996,351799
ITM2B,13,ITM2B,48807307,48836227,2,6019,6020,351799
RB1,13,RB1,48877882,49056026,19,6023,6041,351799
P2RY5,13,P2RY5,48985181,48989946,3,6034,6036,351799
RCBTB2,13,RCBTB2,49063098,49107316,6,6044,6049,351799
FNDC3A,13,FNDC3A,49550047,49783915,18,6132,6149,351799
CDADC1,13,CDADC1,49822102,49867618,2,6154,6155,351799
CAB39L,13,CAB39L,49882785,50018221,34,6159,6192,351799
SETDB2,13,SETDB2,50018509,50066298,7,6193,6199,351799
PHF11,13,PHF11,50069800,50103117,4,6202,6205,351799
RCBTB1,13,RCBTB1,50106081,50159719,11,6207,6217,351799
ARL11,13,ARL11,50202623,50207731,2,6228,6229,351799
EBPL,13,EBPL,50234861,50265611,5,6235,6239,351799
KPNA3,13,KPNA3,50273460,50367057,16,6242,6257,351799
C13orf1,13,C13orf1,50486841,50510625,2,6277,6278,351799
DLEU7,13,DLEU7,51286758,51417885,25,6374,6398,351799
RNASEH2B,13,RNASEH2B,51483891,51530901,3,6412,6414,351799
FAM124A,13,FAM124A,51796506,51855616,18,6479,6496,351799
INTS6,13,INTS6,51935700,52027275,7,6511,6517,351799
WDFY2,13,WDFY2,52158483,52336171,18,6532,6549,351799
DHRS12,13,DHRS12,52342130,52378293,4,6552,6555,351799
CCDC70,13,CCDC70,52436116,52440372,2,6578,6579,351799
ATP7B,13,ATP7B,52506804,52585630,14,6593,6606,351799
ALG11,13,ALG11,52586549,52603780,6,6607,6612,351799
UTP14C,13,UTP14C,52598826,52607701,4,6610,6613,351799
NEK5,13,NEK5,52638899,52703214,8,6617,6624,351799
NEK3,13,NEK3,52706778,52733996,6,6625,6630,351799
VPS36,13,VPS36,52986736,53024763,4,6647,6650,351799
CKAP2,13,CKAP2,53029494,53050763,3,6651,6653,351799
LOC144983,13,LOC144983,53191604,53217919,2,6661,6662,351799
SUGT1,13,SUGT1,53227000,53262433,2,6664,6665,351799
LECT1,13,LECT1,53277398,53313947,7,6667,6673,351799
OLFM4,13,OLFM4,53602971,53626188,9,6758,6766,351799
PCDH17,13,PCDH17,58205788,58303065,20,7226,7245,351799
DIAPH3,13,DIAPH3,60239722,60738119,38,7500,7537,351799
TDRD3,13,TDRD3,60971121,61148011,12,7585,7596,351799
PCDH9,13,PCDH9,66876965,67804463,134,8283,8416,351799
KLHL1,13,KLHL1,70274724,70682459,53,8712,8764,351799
DACH1,13,DACH1,72012097,72441330,76,9011,9086,351799
C13orf34,13,C13orf34,73302041,73330328,5,9269,9273,351799
DIS3,13,DIS3,73329539,73356344,3,9274,9276,351799
PIBF1,13,PIBF1,73356229,73590591,14,9277,9290,351799
KLF5,13,KLF5,73633141,73651676,9,9302,9310,351799
KLF12,13,KLF12,74260148,74708066,121,9436,9556,351799
TBC1D4,13,TBC1D4,75858808,76056250,50,9788,9837,351799
COMMD6,13,COMMD6,76099349,76111991,2,9843,9844,351799
UCHL3,13,UCHL3,76123926,76180068,6,9848,9853,351799
LMO7,13,LMO7,76194569,76434002,45,9854,9898,351799
KCTD12,13,KCTD12,77454303,77460540,4,10093,10096,351799
CLN5,13,CLN5,77564794,77576652,5,10122,10126,351799
FBXL3,13,FBXL3,77579395,77601257,2,10127,10128,351799
MYCBP2,13,MYCBP2,77618791,77901177,22,10133,10154,351799
SCEL,13,SCEL,78109858,78218644,11,10193,10203,351799
SLAIN1,13,SLAIN1,78272469,78338377,10,10207,10216,351799
EDNRB,13,EDNRB,78469615,78549664,8,10234,10241,351799
RNF219,13,RNF219,79188420,79233314,7,10351,10357,351799
RBM26,13,RBM26,79894098,79979923,11,10478,10488,351799
NDFIP2,13,NDFIP2,80055286,80128221,8,10494,10501,351799
SPRY2,13,SPRY2,80910111,80915086,2,10637,10638,351799
SLITRK5,13,SLITRK5,88324869,88331870,3,11516,11518,351799
GPC5,13,GPC5,92050886,93519487,234,12035,12268,351799
GPC6,13,GPC6,93879094,95055947,236,12317,12552,351799
DCT,13,DCT,95091840,95131936,8,12563,12570,351799
TGDS,13,TGDS,95226307,95248511,5,12584,12588,351799
GPR180,13,GPR180,95254103,95281946,5,12591,12595,351799
ABCC4,13,ABCC4,95672082,95953687,91,12686,12776,351799
CLDN10,13,CLDN10,96085857,96231906,29,12812,12840,351799
DZIP1,13,DZIP1,96230455,96296957,8,12841,12848,351799
DNAJC3,13,DNAJC3,96329482,96443284,12,12853,12864,351799
UGCGL2,13,UGCGL2,96453835,96705637,24,12865,12888,351799
HS6ST3,13,HS6ST3,96743092,97491812,88,12894,12981,351799
OXGR1,13,OXGR1,97637972,97646604,5,13013,13017,351799
MBNL2,13,MBNL2,97874573,98046374,29,13040,13068,351799
RAP2A,13,RAP2A,98086475,98120244,5,13083,13087,351799
IPO5,13,IPO5,98605928,98676550,7,13180,13186,351799
FARP1,13,FARP1,98795433,99102023,99,13222,13320,351799
STK24,13,STK24,99102454,99229396,21,13321,13341,351799
SLC15A1,13,SLC15A1,99336055,99404908,26,13370,13395,351799
DOCK9,13,DOCK9,99445740,99738660,46,13419,13464,351799
UBAC2,13,UBAC2,99853162,100038681,26,13482,13507,351799
EBI2,13,EBI2,99946788,99959694,4,13492,13495,351799
TM9SF2,13,TM9SF2,100153727,100215276,5,13534,13538,351799
CLYBL,13,CLYBL,100258935,100544824,80,13543,13622,351799
ZIC5,13,ZIC5,100615274,100624178,3,13652,13654,351799
ZIC2,13,ZIC2,100634318,100639019,4,13659,13662,351799
PCCA,13,PCCA,100741336,101182688,46,13676,13721,351799
LOC87769,13,LOC87769,101183809,101185997,2,13722,13723,351799
TMTC4,13,TMTC4,101256089,101327103,8,13738,13745,351799
NALCN,13,NALCN,101706129,102068813,93,13841,13933,351799
ITGBL1,13,ITGBL1,102104965,102368794,61,13941,14001,351799
FGF14,13,FGF14,102373204,103054124,104,14003,14106,351799
TPP2,13,TPP2,103249285,103331523,14,14148,14161,351799
C13orf39,13,C13orf39,103338096,103346854,10,14164,14173,351799
KDELC1,13,KDELC1,103436630,103451404,3,14209,14211,351799
BIVM,13,BIVM,103451398,103493881,7,14212,14218,351799
ERCC5,13,ERCC5,103498173,103528345,7,14219,14225,351799
SLC10A2,13,SLC10A2,103696347,103719196,19,14260,14278,351799
DAOA,13,DAOA,106118363,106143383,12,14816,14827,351799
EFNB2,13,EFNB2,107142095,107187337,20,15101,15120,351799
ARGLU1,13,ARGLU1,107195661,107220514,5,15124,15128,351799
FAM155A,13,FAM155A,107820878,108519083,232,15251,15482,351799
LIG4,13,LIG4,108859791,108870716,3,15595,15597,351799
ABHD13,13,ABHD13,108870762,108886603,4,15598,15601,351799
TNFSF13B,13,TNFSF13B,108921976,108959365,10,15610,15619,351799
MYO16,13,MYO16,109248499,109860355,176,15686,15861,351799
IRS2,13,IRS2,110406183,110438914,7,16014,16020,351799
COL4A1,13,COL4A1,110801309,110959496,82,16119,16200,351799
COL4A2,13,COL4A2,110959630,111165373,108,16201,16308,351799
RAB20,13,RAB20,111175412,111214071,11,16314,16324,351799
FLJ10769,13,FLJ10769,111268007,111292342,9,16340,16348,351799
CARS2,13,CARS2,111293758,111358463,18,16349,16366,351799
ANKRD10,13,ANKRD10,111530886,111567416,9,16418,16426,351799
ARHGEF7,13,ARHGEF7,111767623,111958081,53,16489,16541,351799
C13orf16,13,C13orf16,111973014,111996594,6,16548,16553,351799
C13orf28,13,C13orf28,113030668,113089001,16,16854,16869,351799
TUBGCP3,13,TUBGCP3,113139327,113242481,13,16903,16915,351799
C13orf35,13,C13orf35,113301357,113338811,17,16938,16954,351799
ATP11A,13,ATP11A,113344642,113541482,59,16957,17015,351799
MCF2L,13,MCF2L,113622756,113752862,53,17050,17102,351799
F7,13,F7,113760104,113774995,2,17107,17108,351799
F10,13,F10,113777112,113803843,8,17112,17119,351799
PROZ,13,PROZ,113812967,113826694,5,17120,17124,351799
PCID2,13,PCID2,113831925,113862983,7,17125,17131,351799
CUL4A,13,CUL4A,113863085,113919392,9,17132,17140,351799
LAMP1,13,LAMP1,113951468,113977741,3,17144,17146,351799
GRTP1,13,GRTP1,113978504,114018463,14,17147,17160,351799
ADPRHL1,13,ADPRHL1,114076259,114107839,14,17184,17197,351799
DCUN1D2,13,DCUN1D2,114110133,114145023,8,17200,17207,351799
TMCO3,13,TMCO3,114145307,114204544,15,17208,17222,351799
TFDP1,13,TFDP1,114239055,114295505,9,17228,17236,351799
ATP4B,13,ATP4B,114303121,114312501,2,17240,17241,351799
GRK1,13,GRK1,114321596,114325972,2,17246,17247,351799
FAM70B,13,FAM70B,114462215,114514899,10,17250,17259,351799
GAS6,13,GAS6,114523546,114567030,15,17262,17276,351799
RASA3,13,RASA3,114747193,114898095,46,17301,17346,351799
CDC16,13,CDC16,115000361,115038150,10,17367,17376,351799
UPF3A,13,UPF3A,115047077,115071283,3,17378,17380,351799
ZNF828,13,ZNF828,115080014,115092797,5,17383,17387,351799
OR4K5,14,OR4K5,20388765,20389737,2,5,6,369191
OR4K15,14,OR4K15,20443677,20444724,2,14,15,369191
OR4L1,14,OR4L1,20528203,20529142,5,37,41,369191
OR11G2,14,OR11G2,20665494,20666532,2,67,68,369191
OR11H6,14,OR11H6,20691868,20692861,6,79,84,369191
TTC5,14,TTC5,20757303,20774136,3,107,109,369191
CCNB1IP1,14,CCNB1IP1,20779528,20801457,6,110,115,369191
PARP2,14,PARP2,20811772,20826063,4,119,122,369191
TEP1,14,TEP1,20835925,20881580,27,124,150,369191
KLHL33,14,KLHL33,20897007,20898594,3,157,159,369191
OSGEP,14,OSGEP,20915215,20923198,5,171,175,369191
APEX1,14,APEX1,20923289,20925926,2,176,177,369191
NP,14,NP,20937541,20945248,5,179,183,369191
RNASE10,14,RNASE10,20978630,20979281,2,208,209,369191
RNASE9,14,RNASE9,21024251,21029090,4,228,231,369191
RNASE11,14,RNASE11,21051051,21058417,7,237,243,369191
OR6S1,14,OR6S1,21108854,21109850,3,268,270,369191
ANG,14,ANG,21152335,21162345,4,289,292,369191
